priority,rule_id,domain,category,executable,immutable,severity,status,trigger_en,trigger_expr,action_en,agronomic_basis,yield_impact,confidence,source_tier,recoverability,source_class,references,review_outcome,reviewer,review_date,review_comment_mr
P2,D14-NR-002,D14,NR,yes,no,yellow,AUTHOR_DRAFT,NDVI is rising in early G2 but NDRE slope is near-flat AND advisory confidence is at least 0.5,current_stage == 'G2' AND dap BETWEEN 40 AND 80 AND ndvi_delta_10d > 0.05 AND ndre_slope_5d < 0.005 AND sat_advisory_confidence >= 0.5,"Route to D04 nitrogen check. Do NOT prescribe a nitrogen top-dressing on satellite signal alone; D04 must confirm from soil-test-derived N budget and leaf tissue proxy. If confirmed, D04's own top-dressing rule fires.","Ginger's canopy expansion in early G2 can outrun N supply, giving a large but thin canopy. NDVI/NDRE divergence is the recognised satellite signature.",Under D04 nitrogen u-value grouping.,0.7,B,same_season,EST,"ICAR-IISS Bhopal red-edge nitrogen studies | RAW MASTER Â§4.4, Â§8.3",CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"NDVI/NDRE divergence can support nitrogen scouting, but the rule must remain a diagnostic flag and require D04 soil/tissue evidence before any N recommendation."
P2,D14-NR-003,D14,NR,yes,no,yellow,AUTHOR_DRAFT,NDRE is 0.10 or more below the regional baseline in closed-canopy stage AND advisory confidence is at least 0.5,"current_stage IN [G3, G4] AND plot_ndre_gap_regional < -0.10 AND sat_advisory_confidence >= 0.5",Route to D04 nitrogen check with 'closed-canopy NDRE gap' as the reason code. Same D04-authoritative discipline as NR-002.,Once LAI passes ~3.5 the NDVI saturation floor makes NDRE the only satellite channel with meaningful nitrogen sensitivity.,Under D04 nitrogen u-value grouping.,0.68,B,same_season,EST,Fitzgerald et al. 2010 | ICAR-IISS Bhopal red-edge studies,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"NDRE is useful for chlorophyll/nitrogen sensitivity in dense canopies, but the fixed 0.10 regional-baseline gap requires local calibration and sensor/pipeline normalization."
P2,D14-NV-003,D14,NV,yes,no,yellow,AUTHOR_DRAFT,Plot NDVI is more than 0.10 below the regional baseline for the current stage AND scene is trusted AND advisory confidence is at least 0.5,"plot_ndvi_gap_regional < -0.10 AND scene_valid_pixel_pct >= 60 AND sat_advisory_confidence >= 0.5 AND STAGE IN [G2, G3, G4]","Open an investigation task for this plot: check sub-node moisture and EC over the last 7 days, and schedule a farmer scout report. Do NOT recommend any chemical intervention on this signal alone. If the sub-node shows a matching anomaly, escalate through the appropriate domain (D03 water, D04 nutrient, or D06 disease). If sub-node shows nothing, request the scout and hold.",Regional-baseline deviation is a coarse signal; the underlying model is Phase-1 author-estimated. Requires cross-check by Â§8.4 double-signal principle.,Grouped under investigation_dispatched â€” not counted separately from downstream domain-specific u-values.,0.55,B,same_season,EST,"RAW MASTER Â§8, Â§9 | Domain 6 double-signal principle",CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Baseline deviation is suitable for anomaly scouting, not treatment. The rule correctly requires soil/EC/scout cross-check; keep the no-chemical-intervention safeguard and calibrate the 0.10 threshold."
P2,D14-NV-005,D14,NV,yes,no,yellow,AUTHOR_DRAFT,Plot NDVI is more than 0.10 below the peer cluster mean at the same DAP AND at least 3 peer plots contribute AND DAP is at least 60,plot_ndvi_gap_peer < -0.10 AND dap >= 60 AND sat_advisory_confidence >= 0.5,"Open a plot-specific investigation. This plot is developing slower than its cluster peers. Likely causes in order of frequency: nitrogen shortfall (D04), waterlogging on this plot (D03), variety difference (D01), planting-date mismatch (D01). Cross-check the last farmer-reported input dates.","Peer-cluster comparison neutralises weather, soil zone, and market-level variety effects. It isolates plot-specific management differences.",Investigation_dispatched grouping.,0.72,B,same_season,DERIVED,RAW MASTER Â§9.1 baseline construction | Precision agriculture peer-benchmarking studies,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Peer-cluster comparison is scientifically useful, but three peers and a 0.10 NDVI gap are operational thresholds requiring validation and careful matching of variety, soil, planting date and management."
P2,D14-NV-007,D14,NV,yes,no,yellow,AUTHOR_DRAFT,Plot NBR has dropped by 0.20 or more over the last 10 days AND scene is trusted,nbr_delta_10d <= -0.20 AND scene_valid_pixel_pct >= 60,"Log a residue-burning-candidate event on the plot. Notify the operations team for verification. Do not display any punitive message to the farmer; this is compliance intelligence, not an accusation. False positives include intentional black plastic mulching, which needs a farmer confirmation reply.","Burnt residue reflects strongly in SWIR (B12) and weakly in NIR (B8), collapsing NBR. The signal is unambiguous for a real burn.",Compliance-only. No direct yield mapping.,0.75,B,none,DERIVED,Key & Benson 2006 NBR | RAW MASTER Â§4.1,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"NBR is an accepted burn/residue indicator, but a fixed -0.20/10-day threshold needs local calibration and confirmation to avoid false positives from mulch/residue/harvest operations."
P2,D14-PH-003,D14,PH,yes,no,yellow,AUTHOR_DRAFT,Peak NDVI in G3 is below 0.60 AND scenes are trusted AND advisory confidence is at least 0.5,current_stage == 'G3' AND ndvi_mean < 0.60 AND scene_valid_pixel_pct >= 60 AND sat_advisory_confidence >= 0.5,"Dispatch a differential investigation: (a) D04 nitrogen check, (b) D02 salinity check, (c) sub-node saturation-hours history for hidden waterlogging, (d) farmer report on early emergence issues that might indicate seed vigour. This is one of the few satellite signals worth firing across four domains in parallel.",Peak canopy that undershoots a full stage window carries a strong integrated signal.,Investigation branch â€” yield mapping through confirmed downstream domain.,0.72,B,same_season,EST,RAW MASTER Â§8.3 | Domain 6 differential-diagnosis architecture,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Low peak NDVI can indicate weak canopy, but 0.60 is not a universal ginger biological threshold. Keep as a scouting trigger and calibrate by variety, soil and season."
P2,D14-PH-004,D14,PH,yes,no,yellow,AUTHOR_DRAFT,NDVI shows accelerating decline before DAP 180 AND stage is G3 or G4 AND advisory confidence is at least 0.5,"current_stage IN [G3, G4] AND dap < 180 AND ndvi_delta_10d <= -0.12 AND sat_advisory_confidence >= 0.5","Dispatch to D06 wilt differential and D03 water branch. If a farmer has started lifting early, close the investigation with the lifting confirmation.",The senescence curve shape is stage-informative; an early decline is diagnostic across three families of causes.,Under D06/D03 confirmed diagnosis.,0.68,B,same_season,DERIVED,"RAW MASTER Â§8.1, Â§8.3",CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Accelerating NDVI decline before 180 DAP is useful as an anomaly signal, but the exact timing and threshold need local phenology calibration. Route to D06/D03/D04 differential diagnosis."
P2,D01-HV-001,D01,HV,yes,no,info,PHASE_1_RAW_UNVALIDATED,dap greater than or equal to 200,dap BETWEEN 205 AND 240 AND harvest_date IS NULL,Advise the skin scrape test as the primary maturity indicator. Secondary signs are leaf yellowing and pseudostem lodging. Day count is the least reliable of the three.,"Maturity varies with variety, season and planting date, so day count drifts. Skin corking is a direct physiological indicator.",Premature harvest carries u = 0.10 to 0.15 and much larger storage losses.,0.85,B,none,SRC-D,Tractorkarvan | CropLibrary | ICAR-AICRP,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"200 DAP is a valid reference for some ginger varieties such as IISR-Mahima, but not a universal harvest date. Use variety-specific maturity plus physiological maturity test."
P2,D01-PH-001,D01,PH,yes,no,info,PHASE_1_RAW_UNVALIDATED,planting_date and variety are known,dap BETWEEN 0 AND 35 AND STAGE IN [G1],Compute current_stage from DAP using the variety duration profile. Set stage_source to calendar and confidence to medium.,Stage boundaries scale with variety duration; a 200-day variety reaches rhizome initiation earlier than a 240-day one.,Indirect. Every time-bound rule in every domain depends on the stage being right.,0.75,A,full,DERIVED,Agrowon variety durations | Domain 1 duration profiles,COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,Recording planting date and variety as the foundation for stage calculation is agronomically and operationally sound.
P2,D01-PH-002,D01,PH,yes,no,info,PHASE_1_RAW_UNVALIDATED,A farmer-observable marker has been recorded,dap BETWEEN 33 AND 40 AND establishment_pct IS NULL,Re-anchor the stage clock to the marker. Marker overrides calendar. Set stage_source to marker and raise confidence.,Calendar days drift with season and variety. Observable markers do not drift. A mis-entered planting date otherwise mistimes every downstream event for the whole season.,"Indirect but broad. Protects the timing of earthing-up, fertiliser splits and harvest.",0.88,A,full,DERIVED,Core C6.1 | Domain 1 stage markers,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"Farmer-observable stage markers are useful, but marker definitions must be crop/variety-specific and consistently recorded before they drive rules."
P2,D01-PH-003,D01,PH,yes,no,info,PHASE_1_RAW_UNVALIDATED,Engine attempts GDD-based staging,dap BETWEEN 90 AND 150 AND STAGE IN [G3],REFUSE. The GDD arm is disabled for ginger. Fall back to calendar plus marker and state the reason if asked.,No reliable published GDD series for ginger in Indian conditions was located. Sugarcane has a validated base temperature and thermal-time model; ginger does not.,"None directly. Prevents false precision, which is worse than declared uncertainty.",0.9,B,full,VERIFY,"absence of source across ICAR-IISR, KAU, TNAU",COMPLIANT,VIRAAI_AGRONOMY_REVIEW,46287,Disabling unsupported GDD staging for ginger and falling back to calendar plus validated phenology markers is appropriate until a validated Indian ginger thermal-time dataset exists.
P2,D01-TM-002,D01,TM,yes,no,info,PHASE_1_RAW_UNVALIDATED,Stage is G4 AND month is between November and January,"MONTH IN [NOV, DEC, JAN] AND STAGE IN [G4]",Inform that conditions are now favourable and that the priority shifts from protection to supply â€” consistent moisture and potassium.,"Optimal temperature for rhizome growth is 18-20 C. December average here is 20.8 C. This is a genuine local advantage not available in Kerala or Konkan, where winters remain warm.",Not a loss factor. It identifies the window in which the largest share of yield is actually laid down.,0.82,A,full,SRC-Q,Agrowon - Bitle & Deshmukh | climatestotravel Aurangabad,CONDITIONAL,VIRAAI_AGRONOMY_REVIEW,46287,"The 18–20°C rhizome-growth concept is plausible, but the exact G4/Nov–Jan window depends on the stage framework and local variety. Use it as a contextual advisory, not a universal optimum."
P2,D02-SN-001,D02,SN,yes,no,info,PHASE_1_RAW_UNVALIDATED,Month is April or early May AND field is empty AND solarization_done is false,"MONTH IN [APR, MAY] AND days_to_planting > 30 AND solarization_done IS FALSE","Recommend soil solarization for four to six weeks. Moisten the soil, lay TRANSPARENT (not black) polythene, seal the edges with soil, and remove before planting.","Solarization raises topsoil temperature enough to kill soil-borne pathogens, nematodes and weed seed. It is a recognised cultural measure in soft rot management.",u = 0.05 estimated for omitting it.,0.75,A,none,SRC-D,CJAST 39(35) 2020 soft rot review,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
